"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ІМ Пз DL ППМ-25-1;СТСА-25-1","23.10.2026","11:15:00","23.10.2026","12:50:00","Ложь","Истина","23.10.2026","11:10:00","2","Обычная","ІМ Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","30.10.2026","11:15:00","30.10.2026","12:50:00","Ложь","Истина","30.10.2026","11:10:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Пз DL ППМ-25-1;СТСА-25-1","06.11.2026","11:15:00","06.11.2026","12:50:00","Ложь","Истина","06.11.2026","11:10:00","2","Обычная","ОНС Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","20.11.2026","11:15:00","20.11.2026","12:50:00","Ложь","Истина","20.11.2026","11:10:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Пз DL ППМ-25-1;СТСА-25-1","27.11.2026","11:15:00","27.11.2026","12:50:00","Ложь","Истина","27.11.2026","11:10:00","2","Обычная","ОНС Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ІМ Пз DL ППМ-25-1;СТСА-25-1","04.12.2026","11:15:00","04.12.2026","12:50:00","Ложь","Истина","04.12.2026","11:10:00","2","Обычная","ІМ Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","11.12.2026","11:15:00","11.12.2026","12:50:00","Ложь","Истина","11.12.2026","11:10:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","25.12.2026","11:15:00","25.12.2026","12:50:00","Ложь","Истина","25.12.2026","11:10:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","09.10.2026","13:10:00","09.10.2026","14:45:00","Ложь","Истина","09.10.2026","13:05:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Пз DL ППМ-25-1;СТСА-25-1","16.10.2026","13:10:00","16.10.2026","14:45:00","Ложь","Истина","16.10.2026","13:05:00","2","Обычная","ОНС Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ІМ Пз DL ППМ-25-1;СТСА-25-1","23.10.2026","13:10:00","23.10.2026","14:45:00","Ложь","Истина","23.10.2026","13:05:00","2","Обычная","ІМ Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","30.10.2026","13:10:00","30.10.2026","14:45:00","Ложь","Истина","30.10.2026","13:05:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Пз DL ППМ-25-1;СТСА-25-1","06.11.2026","13:10:00","06.11.2026","14:45:00","Ложь","Истина","06.11.2026","13:05:00","2","Обычная","ОНС Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","20.11.2026","13:10:00","20.11.2026","14:45:00","Ложь","Истина","20.11.2026","13:05:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Пз DL ППМ-25-1;СТСА-25-1","27.11.2026","13:10:00","27.11.2026","14:45:00","Ложь","Истина","27.11.2026","13:05:00","2","Обычная","ОНС Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ІМ Пз DL ППМ-25-1;СТСА-25-1","04.12.2026","13:10:00","04.12.2026","14:45:00","Ложь","Истина","04.12.2026","13:05:00","2","Обычная","ІМ Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","11.12.2026","13:10:00","11.12.2026","14:45:00","Ложь","Истина","11.12.2026","13:05:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","25.12.2026","13:10:00","25.12.2026","14:45:00","Ложь","Истина","25.12.2026","13:05:00","2","Обычная","ОНС Лк DL ЕК-25-1;ІТІНФ-25-1;ППМ-25-1;СТСА-25-1;КБІКС-25-1,2;УК-25-1;ЯПППЗ-25-1;ІКІМБ-25-1;ТРІМІ-25-1;ЯПППЗу-26-1","Обычный"
"ІМ Пз DL ППМ-25-1;СТСА-25-1","18.12.2026","14:55:00","18.12.2026","16:30:00","Ложь","Истина","18.12.2026","14:50:00","2","Обычная","ІМ Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ІМ Пз DL ППМ-25-1;СТСА-25-1","18.12.2026","16:40:00","18.12.2026","18:15:00","Ложь","Истина","18.12.2026","16:35:00","2","Обычная","ІМ Пз DL ППМ-25-1;СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","26.09.2026","07:45:00","26.09.2026","09:20:00","Ложь","Истина","26.09.2026","07:40:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","03.10.2026","07:45:00","03.10.2026","09:20:00","Ложь","Истина","03.10.2026","07:40:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","10.10.2026","07:45:00","10.10.2026","09:20:00","Ложь","Истина","10.10.2026","07:40:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","17.10.2026","07:45:00","17.10.2026","09:20:00","Ложь","Истина","17.10.2026","07:40:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","31.10.2026","07:45:00","31.10.2026","09:20:00","Ложь","Истина","31.10.2026","07:40:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","14.11.2026","07:45:00","14.11.2026","09:20:00","Ложь","Истина","14.11.2026","07:40:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","28.11.2026","07:45:00","28.11.2026","09:20:00","Ложь","Истина","28.11.2026","07:40:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","12.12.2026","07:45:00","12.12.2026","09:20:00","Ложь","Истина","12.12.2026","07:40:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","26.09.2026","09:30:00","26.09.2026","11:05:00","Ложь","Истина","26.09.2026","09:25:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","03.10.2026","09:30:00","03.10.2026","11:05:00","Ложь","Истина","03.10.2026","09:25:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","10.10.2026","09:30:00","10.10.2026","11:05:00","Ложь","Истина","10.10.2026","09:25:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","17.10.2026","09:30:00","17.10.2026","11:05:00","Ложь","Истина","17.10.2026","09:25:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","31.10.2026","09:30:00","31.10.2026","11:05:00","Ложь","Истина","31.10.2026","09:25:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","14.11.2026","09:30:00","14.11.2026","11:05:00","Ложь","Истина","14.11.2026","09:25:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","28.11.2026","09:30:00","28.11.2026","11:05:00","Ложь","Истина","28.11.2026","09:25:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ПPyt Лб DL ППМ-25-1;СТСА-25-1","12.12.2026","09:30:00","12.12.2026","11:05:00","Ложь","Истина","12.12.2026","09:25:00","2","Обычная","ПPyt Лб DL ППМ-25-1;СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","17.10.2026","11:15:00","17.10.2026","12:50:00","Ложь","Истина","17.10.2026","11:10:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","24.10.2026","11:15:00","24.10.2026","12:50:00","Ложь","Истина","24.10.2026","11:10:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","31.10.2026","11:15:00","31.10.2026","12:50:00","Ложь","Истина","31.10.2026","11:10:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","07.11.2026","11:15:00","07.11.2026","12:50:00","Ложь","Истина","07.11.2026","11:10:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","14.11.2026","11:15:00","14.11.2026","12:50:00","Ложь","Истина","14.11.2026","11:10:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","21.11.2026","11:15:00","21.11.2026","12:50:00","Ложь","Истина","21.11.2026","11:10:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","28.11.2026","11:15:00","28.11.2026","12:50:00","Ложь","Истина","28.11.2026","11:10:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","17.10.2026","13:10:00","17.10.2026","14:45:00","Ложь","Истина","17.10.2026","13:05:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","24.10.2026","13:10:00","24.10.2026","14:45:00","Ложь","Истина","24.10.2026","13:05:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","31.10.2026","13:10:00","31.10.2026","14:45:00","Ложь","Истина","31.10.2026","13:05:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
"ОБДЗ Лк DL СТСА-25-1","07.11.2026","13:10:00","07.11.2026","14:45:00","Ложь","Истина","07.11.2026","13:05:00","2","Обычная","ОБДЗ Лк DL СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","14.11.2026","13:10:00","14.11.2026","14:45:00","Ложь","Истина","14.11.2026","13:05:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
"ОБДЗ Лб DL СТСА-25-1","28.11.2026","13:10:00","28.11.2026","14:45:00","Ложь","Истина","28.11.2026","13:05:00","2","Обычная","ОБДЗ Лб DL СТСА-25-1","Обычный"
